children,days_employed,dob_years,education,education_id,family_status,family_status_id,gender,debt
0,-118.89141142450092,35,неоконченное высшее,2,Не женат / не замужем,4,M,0
0,350935.16465220234,68,среднее,1,гражданский брак,1,M,0
0,-9613.705063397438,51,высшее,0,женат / замужем,0,F,0
1,-3052.468880429766,36,среднее,1,женат / замужем,0,M,0
0,362036.6088253484,59,высшее,0,женат / замужем,0,F,0
0,-735.6382414680335,41,среднее,1,женат / замужем,0,M,0
1,-3370.3326856643,48,высшее,0,вдовец / вдова,2,F,0
0,376600.65828167024,48,среднее,1,гражданский брак,1,M,0
0,-2661.354684211461,42,высшее,0,гражданский брак,1,F,0
1,-550.306661340741,35,среднее,1,гражданский брак,1,M,0
2,-1223.1720659112837,32,среднее,1,гражданский брак,1,M,0
1,-1918.2830729628613,38,среднее,1,женат / замужем,0,F,0
1,-255.10235435661647,30,среднее,1,гражданский брак,1,M,0
0,-286.6362247493617,46,среднее,1,Не женат / не замужем,4,F,0
0,-446.5875403984872,36,среднее,1,женат / замужем,0,F,0
1,-1355.6833560040743,36,среднее,1,женат / замужем,0,F,0
0,-526.4115820841157,41,среднее,1,гражданский брак,1,F,0
0,-211.8435172921474,49,высшее,0,женат / замужем,0,M,0
1,359800.95766913943,52,высшее,0,женат / замужем,0,F,0
2,-508.7090190703253,28,высшее,0,женат / замужем,0,M,0
0,-1306.3955303635148,20,среднее,1,в разводе,3,M,0
0,-3235.885834558007,58,среднее,1,женат / замужем,0,F,0
1,-2380.603894074868,35,среднее,1,гражданский брак,1,F,1
2,-147.09777887687451,43,высшее,0,женат / замужем,0,F,0
2,-845.856785169455,23,среднее,1,женат / замужем,0,F,0
0,333702.0649478804,64,среднее,1,женат / замужем,0,F,0
0,-1449.49624260803,30,ВЫСШЕЕ,0,гражданский брак,1,F,1
0,-2905.560122813802,49,среднее,1,женат / замужем,0,F,0
1,-4247.476347119155,36,среднее,1,женат / замужем,0,M,0
1,,25,высшее,0,женат / замужем,0,F,0
1,-759.7840145399775,23,среднее,1,женат / замужем,0,F,0
2,-2612.822920091547,39,СРЕДНЕЕ,1,гражданский брак,1,F,0
0,-415.11887984042505,50,среднее,1,гражданский брак,1,M,0
0,-514.2103807677187,33,Среднее,1,гражданский брак,1,F,0
2,-961.0983212609044,55,высшее,0,женат / замужем,0,F,0
1,-1874.3508040705512,32,среднее,1,женат / замужем,0,F,0
0,351429.0973907812,60,среднее,1,вдовец / вдова,2,F,0
0,336107.97727711644,62,среднее,1,женат / замужем,0,F,0
1,-1725.8979586688754,33,среднее,1,в разводе,3,M,0
1,-1224.7141880267377,34,высшее,0,женат / замужем,0,F,1
2,-415.13191396278,40,среднее,1,женат / замужем,0,F,0
1,-1025.2535691949429,22,среднее,1,гражданский брак,1,F,0
0,,52,высшее,0,гражданский брак,1,F,0
1,-1321.0782701827377,33,среднее,1,гражданский брак,1,F,0
1,-203.8088012067342,37,среднее,1,гражданский брак,1,M,0
1,-2284.293630560724,34,среднее,1,женат / замужем,0,M,0
0,-4837.973361646407,66,высшее,0,женат / замужем,0,M,0
0,380628.3793297923,71,среднее,1,вдовец / вдова,2,F,0
0,331546.06051271764,60,среднее,1,женат / замужем,0,F,0
0,-1090.656148209791,50,среднее,1,женат / замужем,0,F,0
2,-4289.765046326064,38,высшее,0,женат / замужем,0,F,0
0,-5425.311506292561,45,среднее,1,вдовец / вдова,2,F,0
0,-2985.747822092307,59,среднее,1,женат / замужем,0,M,0
1,-2306.178096913813,28,среднее,1,женат / замужем,0,F,0
0,-2474.062280733733,35,высшее,0,Не женат / не замужем,4,M,0
1,-734.1819059736798,40,среднее,1,женат / замужем,0,M,0
1,-370.3664023814114,31,неоконченное высшее,2,Не женат / не замужем,4,F,0
0,-263.9867089980123,23,среднее,1,гражданский брак,1,M,0
0,,54,среднее,1,гражданский брак,1,F,0
0,-3784.372890279674,40,высшее,0,гражданский брак,1,F,0
0,,68,среднее,1,Не женат / не замужем,4,F,0
1,-1077.23570230401,30,среднее,1,женат / замужем,0,F,0
1,332552.97256427153,46,среднее,1,женат / замужем,0,M,0
0,-2561.7103223109407,34,среднее,1,женат / замужем,0,M,1
2,,26,высшее,0,женат / замужем,0,F,0
0,-1328.7699472797813,32,среднее,1,Не женат / не замужем,4,M,0
1,-245.5722582628313,41,среднее,1,гражданский брак,1,F,0
2,-1272.2423036405578,29,высшее,0,женат / замужем,0,M,0
0,,64,среднее,1,в разводе,3,F,0
4,,51,среднее,1,женат / замужем,0,M,1
1,359735.73790918576,56,среднее,1,женат / замужем,0,M,1
1,-1353.529853604079,29,среднее,1,женат / замужем,0,M,0
2,-827.0193438366664,42,среднее,1,женат / замужем,0,F,0
0,-9964.249478707105,56,высшее,0,женат / замужем,0,M,0
0,345099.59069297113,50,среднее,1,женат / замужем,0,F,0
0,,34,высшее,0,в разводе,3,F,0
0,-523.1511463190809,36,ВЫСШЕЕ,0,Не женат / не замужем,4,M,0
0,393380.7656047209,56,среднее,1,гражданский брак,1,F,0
1,-832.7514840015773,38,начальное,3,женат / замужем,0,F,0
0,-1590.7477503836733,29,среднее,1,женат / замужем,0,F,0
0,-1983.104349183428,31,высшее,0,женат / замужем,0,M,0
0,-3533.483367095773,42,СРЕДНЕЕ,1,женат / замужем,0,F,0
1,-1600.7987810954971,22,среднее,1,женат / замужем,0,M,0
0,-2673.9059721219664,49,среднее,1,женат / замужем,0,F,0
1,-2296.885735818868,48,высшее,0,женат / замужем,0,F,0
1,-927.203990841804,38,среднее,1,женат / замужем,0,M,0
0,348457.0232841342,64,среднее,1,вдовец / вдова,2,F,0
1,-255.95075573791345,27,высшее,0,женат / замужем,0,M,0
1,-2842.2614883914484,28,высшее,0,женат / замужем,0,M,0
0,-6098.845144411112,52,среднее,1,женат / замужем,0,M,0
0,359787.42592907423,59,СРЕДНЕЕ,1,Не женат / не замужем,4,F,0
0,-1905.414187507136,45,среднее,1,женат / замужем,0,M,0
0,-2531.383789598902,55,среднее,1,женат / замужем,0,F,0
0,,49,среднее,1,гражданский брак,1,F,0
0,-238.1061123001067,60,высшее,0,гражданский брак,1,F,0
0,-267.8733529190266,40,среднее,1,женат / замужем,0,F,0
0,-633.2825884969535,58,среднее,1,вдовец / вдова,2,F,0
0,-654.4136263107047,40,среднее,1,в разводе,3,F,0
0,-3338.2102611220453,43,среднее,1,гражданский брак,1,F,0
2,-711.0790940026352,41,высшее,0,женат / замужем,0,F,0
0,-281.4306285521345,35,высшее,0,вдовец / вдова,2,F,0
1,-620.3174754520182,31,среднее,1,Не женат / не замужем,4,M,0
1,-1879.3119505878813,42,среднее,1,Не женат / не замужем,4,F,0
0,-2807.0240962093108,48,среднее,1,гражданский брак,1,M,0
0,-1956.28425792985,42,высшее,0,женат / замужем,0,F,0
0,-5131.992935997802,55,СРЕДНЕЕ,1,женат / замужем,0,F,0
20,-494.7884479260646,52,среднее,1,женат / замужем,0,M,0
0,-2370.2809391814067,42,высшее,0,женат / замужем,0,M,0
0,374789.8201501467,63,среднее,1,женат / замужем,0,F,0
0,351237.3152208458,68,среднее,1,гражданский брак,1,M,0
1,-7584.70985008125,49,СРЕДНЕЕ,1,женат / замужем,0,M,0
0,-1199.1033349054633,29,высшее,0,женат / замужем,0,M,0
1,-688.479629662964,38,среднее,1,женат / замужем,0,F,0
0,-2684.526901498789,58,среднее,1,вдовец / вдова,2,F,0
0,396540.045010701,64,Среднее,1,гражданский брак,1,F,0
2,-3629.58599872024,39,высшее,0,женат / замужем,0,F,1
1,,34,среднее,1,женат / замужем,0,F,0
0,,47,СРЕДНЕЕ,1,женат / замужем,0,F,0
0,-1263.23253052141,55,среднее,1,женат / замужем,0,F,0
0,-3557.495072910118,42,среднее,1,гражданский брак,1,F,0
0,-1661.1614847324731,50,среднее,1,в разводе,3,M,0
1,-3120.4504986556926,35,среднее,1,женат / замужем,0,F,0
0,-2949.590720113757,40,среднее,1,женат / замужем,0,F,0
1,-811.6951787707536,35,высшее,0,гражданский брак,1,F,0
0,,58,начальное,3,женат / замужем,0,M,0
0,-2020.3878080900597,33,высшее,0,женат / замужем,0,M,0
0,-5417.488435072074,35,высшее,0,женат / замужем,0,F,0
0,-1569.8532582041096,49,среднее,1,женат / замужем,0,F,0
1,359061.931833016,56,начальное,3,женат / замужем,0,F,0
2,-1761.8759656532727,45,среднее,1,женат / замужем,0,F,0
0,,26,Неоконченное высшее,2,Не женат / не замужем,4,F,0
0,-2096.542860866319,47,высшее,0,Не женат / не замужем,4,F,0
0,-1342.6460182142614,27,среднее,1,женат / замужем,0,F,1
1,-6611.1667100935165,51,среднее,1,женат / замужем,0,F,0
0,-926.879044339708,35,ВЫСШЕЕ,0,женат / замужем,0,F,0
1,-243.69149898284283,31,среднее,1,женат / замужем,0,M,1
0,346216.96491774806,55,среднее,1,в разводе,3,F,0
0,-149.22957269384688,51,среднее,1,в разводе,3,F,0
0,-2103.4525205021164,53,среднее,1,женат / замужем,0,M,0
0,-10094.906029331993,43,среднее,1,женат / замужем,0,M,0
0,-365.7511059424884,51,среднее,1,женат / замужем,0,F,0
1,339821.58864484646,63,среднее,1,гражданский брак,1,F,0
0,388911.7206365192,62,высшее,0,женат / замужем,0,F,0
0,-141.45621969433603,50,среднее,1,гражданский брак,1,M,0
0,-715.7694380950694,55,среднее,1,женат / замужем,0,M,0
0,-4604.9008374125815,45,среднее,1,Не женат / не замужем,4,F,0
0,-2850.0608594640503,59,среднее,1,женат / замужем,0,M,0
0,348232.5569880113,65,среднее,1,женат / замужем,0,F,0
0,-2086.1872204790448,53,высшее,0,женат / замужем,0,F,0
0,353080.23112030665,63,среднее,1,женат / замужем,0,F,0
0,,29,среднее,1,женат / замужем,0,M,0
0,-1950.657029043964,45,среднее,1,гражданский брак,1,F,0
0,-1306.8323794933044,55,среднее,1,женат / замужем,0,M,0
0,-1771.936782732413,46,высшее,0,гражданский брак,1,M,0
0,-5307.23984611375,44,среднее,1,женат / замужем,0,F,1
0,-1689.0822000997946,40,среднее,1,женат / замужем,0,F,0
0,-2417.481224201695,61,среднее,1,в разводе,3,F,0
1,-887.0787332521405,35,среднее,1,женат / замужем,0,M,0
0,366870.24688507104,63,среднее,1,вдовец / вдова,2,F,0
1,,47,высшее,0,женат / замужем,0,M,0
0,386719.5715507641,60,среднее,1,женат / замужем,0,F,0
0,,64,высшее,0,женат / замужем,0,F,0
2,-1830.845558443301,29,Среднее,1,женат / замужем,0,F,0
0,-207.92533176947856,27,среднее,1,Не женат / не замужем,4,M,0
0,-909.631949142638,24,среднее,1,гражданский брак,1,F,0
1,-1709.447786257896,24,среднее,1,женат / замужем,0,F,0
0,-879.4222732554242,27,высшее,0,Не женат / не замужем,4,F,0
0,-10689.250498030664,0,среднее,1,женат / замужем,0,F,0
0,-7924.329781040035,49,высшее,0,гражданский брак,1,F,0
0,370470.3989071442,57,среднее,1,женат / замужем,0,F,0
0,-6507.922473141459,56,среднее,1,женат / замужем,0,M,0
0,-1210.4929520331991,45,среднее,1,женат / замужем,0,M,0
0,-662.6759964177368,53,высшее,0,женат / замужем,0,M,0
1,397005.4752200823,46,среднее,1,женат / замужем,0,F,0
2,-228.4041070787501,48,высшее,0,гражданский брак,1,M,1
0,-1755.2221389823196,46,среднее,1,Не женат / не замужем,4,F,0
0,-728.156293509384,31,среднее,1,Не женат / не замужем,4,F,0
2,-89.85635321923651,32,среднее,1,Не женат / не замужем,4,F,1
0,-6680.894391679216,47,среднее,1,Не женат / не замужем,4,F,0
0,361970.2205052443,67,среднее,1,вдовец / вдова,2,F,0
0,-1845.567551133944,46,среднее,1,гражданский брак,1,M,0
1,,43,высшее,0,гражданский брак,1,F,0
1,-7720.867226805087,46,высшее,0,женат / замужем,0,F,0
0,-4193.7184645103225,48,начальное,3,женат / замужем,0,M,0
0,-1100.6618193559202,46,среднее,1,гражданский брак,1,M,0
0,-860.1763676597028,26,среднее,1,Не женат / не замужем,4,M,0
2,-828.4797148076317,40,среднее,1,гражданский брак,1,M,0
0,-188.34824771331432,24,высшее,0,Не женат / не замужем,4,F,0
0,-1172.2426156530305,33,высшее,0,женат / замужем,0,M,0
0,333723.0496424858,60,среднее,1,вдовец / вдова,2,F,0
0,-951.8684667634648,42,среднее,1,гражданский брак,1,M,0
0,-1085.15261464716,25,высшее,0,Не женат / не замужем,4,F,0
1,-773.8353334592131,34,среднее,1,женат / замужем,0,M,0
0,341614.3507845549,59,среднее,1,женат / замужем,0,M,0
0,356941.1265899729,56,среднее,1,женат / замужем,0,M,0
0,-3596.964117761568,36,среднее,1,гражданский брак,1,F,0
2,-840.6826577479977,39,среднее,1,женат / замужем,0,M,0
0,359848.41896931274,54,среднее,1,вдовец / вдова,2,F,0
0,364541.55830729776,52,среднее,1,женат / замужем,0,F,0
0,-683.0684484420659,29,высшее,0,женат / замужем,0,M,0
0,-4022.062040383069,43,среднее,1,гражданский брак,1,M,0
1,-125.2490182668366,34,среднее,1,женат / замужем,0,M,0
0,-3895.679978881079,39,высшее,0,женат / замужем,0,F,0
0,374231.0529242964,61,среднее,1,в разводе,3,F,0
0,-595.0507209817763,24,среднее,1,Не женат / не замужем,4,F,0
3,-1063.9597850008165,31,среднее,1,гражданский брак,1,F,0
0,-1776.594623630848,47,высшее,0,женат / замужем,0,F,0
0,-351.8183499282202,43,высшее,0,женат / замужем,0,M,0
0,,58,среднее,1,женат / замужем,0,F,0
0,,56,среднее,1,женат / замужем,0,F,0
2,-1583.9172637050783,42,высшее,0,Не женат / не замужем,4,F,0
0,-2600.6225848121608,58,среднее,1,вдовец / вдова,2,F,0
0,-1764.2497436224987,22,СРЕДНЕЕ,1,женат / замужем,0,F,0
1,-2942.164472682248,39,среднее,1,Не женат / не замужем,4,F,0
0,-2815.9272695104755,39,неоконченное высшее,2,в разводе,3,F,0
0,-2372.3867715820584,38,среднее,1,Не женат / не замужем,4,F,0
0,-1091.471255044516,44,среднее,1,в разводе,3,F,0
2,-3272.8210459343986,29,среднее,1,женат / замужем,0,F,0
1,-172.99805270107066,28,СРЕДНЕЕ,1,гражданский брак,1,F,0
0,,57,Среднее,1,женат / замужем,0,F,0
0,-884.5458974260507,27,среднее,1,гражданский брак,1,F,0
0,387682.2549490553,53,среднее,1,женат / замужем,0,F,0
0,383083.8710979321,56,высшее,0,женат / замужем,0,F,0
2,-1095.0567093363984,31,высшее,0,женат / замужем,0,F,0
0,373009.0164132913,70,среднее,1,женат / замужем,0,M,0
3,-2342.6361668396257,29,среднее,1,женат / замужем,0,M,0
0,-200.8047839637053,22,среднее,1,гражданский брак,1,M,0
0,336747.83528374555,73,среднее,1,вдовец / вдова,2,F,0
0,-5798.128221393173,48,среднее,1,женат / замужем,0,F,0
0,387849.2425629541,59,среднее,1,гражданский брак,1,F,0
1,-865.0811184071811,25,среднее,1,женат / замужем,0,F,0
1,-2137.1204117741377,43,высшее,0,в разводе,3,F,0
0,330550.22627538035,51,Среднее,1,женат / замужем,0,M,0
0,-2491.177901017576,29,среднее,1,женат / замужем,0,F,0
0,-2369.53877188147,50,среднее,1,женат / замужем,0,F,0
0,-1368.054529488042,41,среднее,1,женат / замужем,0,M,0
2,-522.5475066202197,39,среднее,1,женат / замужем,0,M,0
0,-2292.687111060652,45,высшее,0,гражданский брак,1,F,0
1,,43,высшее,0,женат / замужем,0,F,0
1,-635.2723238964891,49,среднее,1,женат / замужем,0,M,0
0,-8797.983555181923,46,Среднее,1,женат / замужем,0,F,0
0,-578.5476290709641,51,среднее,1,гражданский брак,1,M,0
1,-2448.6350573770114,54,среднее,1,гражданский брак,1,M,1
0,-1964.6104864143117,29,среднее,1,гражданский брак,1,F,0
0,-10053.927172728612,49,среднее,1,женат / замужем,0,F,0
1,,40,среднее,1,Не женат / не замужем,4,F,0
0,395480.0094481488,48,среднее,1,женат / замужем,0,F,0
0,,67,Среднее,1,вдовец / вдова,2,F,0
0,-8331.867308582425,49,высшее,0,женат / замужем,0,F,0
3,-7138.4211350817,36,среднее,1,женат / замужем,0,F,0
0,-603.3650391848744,23,среднее,1,женат / замужем,0,F,1
0,390483.9915578967,68,среднее,1,женат / замужем,0,M,1
1,-1820.812118295464,38,высшее,0,гражданский брак,1,F,0
0,,49,среднее,1,женат / замужем,0,F,0
0,-640.4494588422098,35,среднее,1,женат / замужем,0,M,0
0,,41,среднее,1,гражданский брак,1,F,1
0,-1151.634459637238,46,начальное,3,женат / замужем,0,F,0
0,-1276.4502996946285,54,среднее,1,женат / замужем,0,F,0
0,,46,среднее,1,женат / замужем,0,M,0
0,-4424.831739016164,52,СРЕДНЕЕ,1,женат / замужем,0,F,0
2,-329.7292686583542,37,высшее,0,женат / замужем,0,M,0
2,-685.3168647585417,27,высшее,0,в разводе,3,F,0
3,-2272.3123034717387,44,среднее,1,женат / замужем,0,M,0
0,-3250.5679817931787,43,высшее,0,Не женат / не замужем,4,F,0
0,-1612.6906865342223,32,среднее,1,женат / замужем,0,F,0
0,-10507.659219470112,55,высшее,0,гражданский брак,1,F,0
0,,38,среднее,1,женат / замужем,0,F,0
0,-531.1483818639514,27,среднее,1,женат / замужем,0,M,0
0,-2737.3515523613305,59,высшее,0,гражданский брак,1,F,0
2,,42,высшее,0,женат / замужем,0,F,0
0,-3633.2428499079256,47,среднее,1,Не женат / не замужем,4,M,0
0,-380.8047133516537,49,СРЕДНЕЕ,1,женат / замужем,0,M,0
1,-204.08561176219,25,высшее,0,женат / замужем,0,F,0
0,-971.3357070941964,23,среднее,1,гражданский брак,1,M,0
2,-1801.512743580185,38,высшее,0,женат / замужем,0,F,0
0,-114.4973735460012,36,Среднее,1,гражданский брак,1,F,0
0,-6218.679652603823,58,среднее,1,гражданский брак,1,F,0
0,-8181.528344078454,54,высшее,0,женат / замужем,0,M,0
2,-1785.6200361136218,36,среднее,1,женат / замужем,0,M,0
0,-2756.003231451152,43,среднее,1,женат / замужем,0,F,0
0,-428.5875395678588,22,среднее,1,гражданский брак,1,F,0
1,-4189.842090348018,47,среднее,1,женат / замужем,0,F,0
0,-4723.051610715602,53,высшее,0,в разводе,3,F,0
0,-849.7642266079094,37,среднее,1,Не женат / не замужем,4,M,0
1,398206.6319677277,40,среднее,1,женат / замужем,0,F,0
0,383504.7952882985,54,среднее,1,женат / замужем,0,F,0
0,-328.4316544438288,50,среднее,1,женат / замужем,0,M,0
0,-2799.846957924308,55,среднее,1,женат / замужем,0,M,0
1,-1115.7846247587477,30,среднее,1,Не женат / не замужем,4,F,0
2,-327.3908009619411,36,среднее,1,женат / замужем,0,M,0
0,,23,высшее,0,гражданский брак,1,F,0
1,-1829.712532246568,25,среднее,1,женат / замужем,0,F,1
1,-536.0550478643505,39,среднее,1,женат / замужем,0,M,0
0,330099.7080363848,57,среднее,1,вдовец / вдова,2,F,0
0,361563.1349287385,57,среднее,1,женат / замужем,0,F,0
0,,56,Среднее,1,женат / замужем,0,F,0
0,-2118.2348081560813,38,среднее,1,женат / замужем,0,F,0
0,365025.33886670944,55,среднее,1,женат / замужем,0,M,0
2,-2335.8492926119948,52,среднее,1,женат / замужем,0,M,0
1,-2416.7471215066357,27,среднее,1,гражданский брак,1,F,0
0,,28,высшее,0,женат / замужем,0,M,0
2,-2587.609250387033,38,среднее,1,женат / замужем,0,F,1
0,-2527.341178996488,50,среднее,1,женат / замужем,0,F,0
0,-2625.852176272963,35,высшее,0,в разводе,3,M,0
0,-1645.3319631892248,30,среднее,1,женат / замужем,0,F,0
1,-454.4408675775208,29,среднее,1,Не женат / не замужем,4,F,1
0,364906.2057355492,54,высшее,0,женат / замужем,0,F,0
0,,51,среднее,1,гражданский брак,1,F,0
0,383382.19520008407,61,среднее,1,в разводе,3,F,0
0,331872.3007322693,61,СРЕДНЕЕ,1,женат / замужем,0,F,0
1,-2551.443820374849,47,высшее,0,женат / замужем,0,M,0
0,-5831.075025774547,59,среднее,1,в разводе,3,F,0
1,-2022.3406771139053,38,среднее,1,гражданский брак,1,F,1
0,368743.4869126132,61,среднее,1,женат / замужем,0,M,0
0,,34,среднее,1,гражданский брак,1,F,0
0,-3125.6034201617736,28,ВЫСШЕЕ,0,Не женат / не замужем,4,M,0
3,-2838.488194419897,38,среднее,1,женат / замужем,0,M,0
2,-692.3649938157236,40,среднее,1,женат / замужем,0,M,1
0,-327.02712298518827,35,высшее,0,Не женат / не замужем,4,M,0
0,,46,СРЕДНЕЕ,1,гражданский брак,1,F,0
0,-1073.109944560394,27,Высшее,0,гражданский брак,1,F,0
0,,53,высшее,0,гражданский брак,1,F,0
1,-2625.091700359784,27,среднее,1,в разводе,3,M,1
0,-6682.867814080983,74,среднее,1,гражданский брак,1,F,0
2,-1324.5591013925348,32,высшее,0,женат / замужем,0,M,0
0,-549.0433535135306,24,среднее,1,Не женат / не замужем,4,F,0
0,369261.3005669861,65,Среднее,1,женат / замужем,0,F,0
1,-7085.3834095178,50,высшее,0,женат / замужем,0,M,0
1,-4033.360077953832,35,среднее,1,женат / замужем,0,M,0
0,-1835.6139845599664,27,высшее,0,женат / замужем,0,F,1
0,-1727.5247805379572,42,среднее,1,женат / замужем,0,M,0
1,-1885.222476507725,33,среднее,1,гражданский брак,1,F,0
0,-4092.078715824274,49,Высшее,0,женат / замужем,0,F,0
1,-888.2833470851367,39,СРЕДНЕЕ,1,Не женат / не замужем,4,F,0
0,-2489.489435304669,39,высшее,0,женат / замужем,0,F,0
2,-151.420865015456,35,среднее,1,гражданский брак,1,M,0
0,-3078.1854865227706,40,среднее,1,Не женат / не замужем,4,F,1
0,-12925.12926858556,50,среднее,1,женат / замужем,0,F,0
0,377487.3248491271,55,Среднее,1,гражданский брак,1,M,0
1,-5129.132219772251,40,среднее,1,женат / замужем,0,F,1
0,,65,Среднее,1,в разводе,3,F,0
0,367871.2263071585,66,среднее,1,женат / замужем,0,M,0
0,368215.7085966086,47,среднее,1,женат / замужем,0,F,1
0,337165.3588658384,60,высшее,0,женат / замужем,0,F,0
1,-880.6260274059482,26,среднее,1,женат / замужем,0,M,1
0,,61,среднее,1,Не женат / не замужем,4,F,0
0,-484.6139532075212,46,среднее,1,гражданский брак,1,M,0
1,-294.700810941092,53,Среднее,1,гражданский брак,1,M,0
0,-510.7070573489749,49,среднее,1,в разводе,3,F,0
1,-3096.815931733552,36,Высшее,0,женат / замужем,0,F,0
0,-2054.1543499730387,34,высшее,0,Не женат / не замужем,4,M,0
0,-559.2213364413401,44,высшее,0,женат / замужем,0,F,0
0,-1861.273237729978,48,Неоконченное высшее,2,гражданский брак,1,F,0
0,-215.86760544687505,50,среднее,1,Не женат / не замужем,4,F,0
0,379890.8512379625,55,среднее,1,женат / замужем,0,F,0
0,-949.7057715515087,24,Начальное,3,Не женат / не замужем,4,M,0
0,-1041.840751836478,22,неоконченное высшее,2,Не женат / не замужем,4,M,0
0,381306.45825960784,69,среднее,1,вдовец / вдова,2,F,0
0,335058.3066457678,62,высшее,0,в разводе,3,F,0
0,-836.4224561126587,27,высшее,0,женат / замужем,0,F,0
0,-1719.801899511825,54,высшее,0,в разводе,3,F,0
1,-6990.5796733571615,53,среднее,1,женат / замужем,0,M,0
0,-6448.810859676204,43,ВЫСШЕЕ,0,гражданский брак,1,F,0
0,-3550.9074750424816,51,среднее,1,Не женат / не замужем,4,F,0
0,-461.0561498615378,48,СРЕДНЕЕ,1,женат / замужем,0,M,0
0,393631.7154380664,47,высшее,0,женат / замужем,0,F,0
1,-5610.486249191649,33,среднее,1,женат / замужем,0,F,0
2,-1514.153657398102,27,среднее,1,женат / замужем,0,M,1
2,-772.3009467227201,27,высшее,0,женат / замужем,0,F,0
0,-1154.9705527142826,47,среднее,1,женат / замужем,0,F,0
2,-738.3351196094759,30,неоконченное высшее,2,женат / замужем,0,F,0
0,-3636.515117410749,42,среднее,1,гражданский брак,1,F,0
1,-3437.584196441645,35,среднее,1,женат / замужем,0,F,0
0,-4380.044486183203,36,высшее,0,женат / замужем,0,F,0
0,-428.558852902601,36,среднее,1,гражданский брак,1,F,0
4,-3987.120244894182,33,высшее,0,женат / замужем,0,F,0
1,-6921.916295037233,35,среднее,1,женат / замужем,0,F,0
1,-219.71873249245505,42,среднее,1,гражданский брак,1,F,0
1,-888.0911660142284,24,среднее,1,женат / замужем,0,M,0
1,-3685.819566020176,41,среднее,1,женат / замужем,0,M,0
0,355107.0002893263,62,среднее,1,женат / замужем,0,M,0
0,340613.15534106584,64,среднее,1,Не женат / не замужем,4,F,0
0,-260.0123100570881,28,высшее,0,Не женат / не замужем,4,M,0
0,352858.2051800509,69,начальное,3,женат / замужем,0,F,0
0,-3154.255254081401,41,среднее,1,женат / замужем,0,M,0
1,-598.7856929540402,28,среднее,1,женат / замужем,0,F,0
2,-4294.221864622239,0,среднее,1,женат / замужем,0,F,0
0,-2449.028686513009,52,среднее,1,женат / замужем,0,M,1
0,-184.5568808816357,24,среднее,1,гражданский брак,1,F,1
0,-5319.3849938933445,65,среднее,1,женат / замужем,0,M,1
0,-648.937313287202,30,высшее,0,женат / замужем,0,M,0
0,-1848.3463921098412,46,среднее,1,гражданский брак,1,F,0
3,336350.48230070825,42,среднее,1,женат / замужем,0,M,0
0,381593.8289611955,48,среднее,1,женат / замужем,0,F,0
0,-1437.0855820728946,31,среднее,1,женат / замужем,0,F,1
0,-734.6705543021948,46,среднее,1,гражданский брак,1,F,0
0,388259.84963024734,59,среднее,1,женат / замужем,0,F,0
0,389553.17524470657,56,среднее,1,Не женат / не замужем,4,F,0
2,-2238.5931808174137,29,высшее,0,женат / замужем,0,F,0
1,-2440.531215718529,33,среднее,1,женат / замужем,0,M,0
0,382768.61554469255,64,СРЕДНЕЕ,1,женат / замужем,0,M,0
0,,21,среднее,1,Не женат / не замужем,4,M,0
0,-6609.531991028282,48,среднее,1,женат / замужем,0,F,0
2,-2519.6077281253165,31,СРЕДНЕЕ,1,женат / замужем,0,M,1
1,-984.14132648162,42,ВЫСШЕЕ,0,женат / замужем,0,M,0
2,-6387.195972241037,34,высшее,0,женат / замужем,0,F,0
0,-2383.598000005413,37,среднее,1,Не женат / не замужем,4,M,0
1,-189.81305169901725,25,неоконченное высшее,2,женат / замужем,0,M,0
0,-2872.2114095369598,41,среднее,1,в разводе,3,M,0
0,-4236.274242679046,44,среднее,1,гражданский брак,1,F,0
0,-6232.867674126726,41,высшее,0,женат / замужем,0,F,0
0,367680.6167160593,59,высшее,0,женат / замужем,0,F,0
0,-5000.830629888028,0,среднее,1,гражданский брак,1,F,0
2,-5301.670245132717,43,высшее,0,женат / замужем,0,M,0
0,-1388.3246735156354,45,среднее,1,женат / замужем,0,F,0
0,-2501.7044294618413,58,среднее,1,гражданский брак,1,F,0
1,-3532.9291273450453,39,среднее,1,женат / замужем,0,F,0
0,-245.39578001640672,47,среднее,1,женат / замужем,0,M,0
0,-1727.072792704747,57,среднее,1,вдовец / вдова,2,F,0
0,,58,высшее,0,Не женат / не замужем,4,M,0
0,-1183.7913987019874,57,среднее,1,гражданский брак,1,M,0
0,397336.0814555146,64,Среднее,1,вдовец / вдова,2,F,0
0,,48,среднее,1,женат / замужем,0,F,0
1,,45,высшее,0,Не женат / не замужем,4,F,0
0,387109.6302839579,54,среднее,1,женат / замужем,0,F,0
0,377007.8713136919,61,среднее,1,женат / замужем,0,F,0
0,,48,Среднее,1,женат / замужем,0,F,0
0,-171.4239255664311,41,среднее,1,гражданский брак,1,F,1
0,-3813.3444317725225,45,среднее,1,женат / замужем,0,F,0
1,-2357.102258241038,32,высшее,0,женат / замужем,0,F,0
0,-1281.633839894476,53,среднее,1,гражданский брак,1,F,0
0,-137.3437537338472,24,среднее,1,Не женат / не замужем,4,F,0
1,358493.871657236,64,начальное,3,гражданский брак,1,F,0
1,-222.67845660791284,28,высшее,0,женат / замужем,0,F,0
1,-1610.0140745491651,36,среднее,1,женат / замужем,0,F,0
